title,type,genres,releaseyear,averagerating,votes
Lullaby,movie,"{Comedy, Drama, Romance}",2022,5,674
Reign of the Superwomen,movie,"{Crime, Thriller}",2021,6.5,9188
Paloma,movie,{Documentary},2021,6.8,175
The Rise of the Anti-Vaxx Movement,movie,{Documentary},2021,7.5,300
Evolution,movie,{Thriller},2021,6.7,435
He Went That Way,movie,{Drama},2021,6.1,185
Saving One Who Was Dead,movie,"{Horror, Thriller}",2022,5.5,6300
The Devil Made Me Do It,movie,"{Comedy, Drama}",2021,5.1,110
The Perfect Dinner,movie,{Comedy},2022,5.3,2780
Dernier Soleil,movie,"{Biography, Documentary}",2021,6.3,186
Me contro Te - Il film: Persi nel tempo,movie,{Comedy},2022,4.6,366
Lord of the Ants,movie,"{Biography, Documentary, History}",2021,7.3,693
Sisu,movie,{Drama},2021,7.6,12497
Embarazados,movie,{Drama},2022,5.9,72
Mortal Kombat Legends: Battle of the Realms,movie,"{Action, Adventure, Animation}",2021,6.3,162
Echoes of a Crime,movie,"{Drama, Family}",2023,4.2,40
My Name Is Bulger,movie,{Drama},2022,6,3612
Garbage Theory,movie,"{Animation, History, Horror}",2021,7,1953
More Than Ever,movie,{Animation},2023,7.9,2402
Space Oddity,movie,"{Animation, Comedy}",2022,6.2,1571
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,movie,"{Horror, Thriller}",2023,5.4,2763
My Father Is an Airplane,movie,"{Comedy, Drama, Sport}",2022,6.8,5553
Deconstructing the Beatles A Hard Days Night,movie,"{History, Short}",2021,6.5,77
Jagged,movie,"{Comedy, Drama}",2023,6.4,6473
The Unlikely Pilgrimage of Harold Fry,movie,"{Horror, Thriller}",2022,5.3,36414
The Judgement,movie,"{Comedy, Drama}",2021,6.3,4261
Taurus,movie,"{Animation, Drama}",2021,6.7,524
Fin,movie,{Drama},2022,6.4,1343
Bird Atlas,movie,"{Drama, Thriller}",2021,6.3,163
Life Afterlife,movie,"{Comedy, Drama}",2021,6,232
Yellowstone Supervolcano: American Doomsday,movie,{Documentary},2022,7.7,57
Scattering Dad,movie,{Comedy},2021,6.2,335
Povídky z Princezny zakleté v case,movie,"{Crime, Documentary}",2021,6.6,580
"Love, Dad",movie,"{Action, Adventure, Animation}",2021,4.5,1411
How Do You Measure a Year?,movie,{Drama},2020,5.9,459
Rogue Agent,movie,"{Action, Adventure, Animation}",2021,7.5,220
One True Loves,movie,"{Drama, Thriller}",2022,6.4,1017
Crime Story,movie,{Drama},2021,5.4,118
Honk for Jesus. Save Your Soul.,movie,"{Comedy, Crime, Drama}",2021,6.4,910
Woodstock 99: Peace Love and Rage,movie,{Drama},2022,7.1,3888
The Beasts,movie,{Documentary},2021,5,60
Saturn Bowling,movie,{Drama},2022,6.9,302
Czarna owca,movie,{Documentary},2021,6.1,312
Un Pequeño Corte,movie,{Drama},2021,6.4,634
How Is Katia?,movie,"{Crime, Drama, Thriller}",2023,5.1,1499
Furry Friends Forever: Elmo Gets a Puppy,movie,{Drama},2021,5.2,33
Mirrors in the Dark,movie,"{Documentary, Drama, Fantasy}",2021,6.7,99
Eyes on the Prize: Hallowed Ground,movie,"{Comedy, Drama}",2022,6.4,830
The Exam,movie,"{Action, Drama}",2021,5.2,81
Wild Roots,movie,"{Comedy, Family}",2022,2.2,127
Knitting,movie,"{Biography, Drama}",2022,6.7,1337
Take and Run,movie,"{Action, War}",2022,6.9,84739
Jane,movie,{Comedy},2015,,
Ox-Head Village,movie,"{Action, Adventure, Animation}",2021,6.5,8495
Life of Crime 1984-2020,movie,"{Mystery, Thriller}",2022,4.9,689
You Resemble Me,movie,{Documentary},2021,5.8,46
A Thousand and One,movie,"{Science Fiction, Comedy}",2021,,
The Re-Education of Molly Singer,movie,"{Drama, Romance}",2022,6.7,1558
Private Desert,movie,"{Comedy, Romance, Sci-Fi}",2022,5.5,1552
Immaculate,movie,"{Adventure, Animation, Comedy}",2021,6.3,2793
Emergency Situation,movie,{Drama},2021,6.5,636
Fourth Grade,movie,{Documentary},2021,,
Eien no 831,movie,"{Biography, Documentary, Music}",2021,7.3,1876
Listening to Kenny G,movie,{Drama},2023,6.8,5272
Last Exit: Space,movie,"{Biography, Crime, Drama}",2021,7.3,1967
Saloum,movie,"{Biography, Drama, Music}",2022,4.6,1330
Arvéd,movie,{Documentary},2021,7.8,433
Autobiography,movie,{Drama},2021,6,106
Chasing the Line,movie,{Documentary},2000,6.8,52
Alien Invasion: Hudson Valley,movie,{Documentary},2021,6.7,82
Catwoman: Hunted,movie,{Drama},1998,5.1,97
Bar Fight!,movie,{Family},2021,,
The Hill,movie,"{Animation, Documentary, Short}",2021,7.1,169
Emily the Criminal,movie,"{Documentary, Short}",2021,6.9,1288
Gunplay: The Last Day in the Life of Brian Darling,movie,"{Action, Adventure, Drama}",2022,6.4,13368
Mending the Line,movie,"{Comedy, Drama, Romance}",2023,5.5,2852
Mikado,movie,"{Crime, Drama, Thriller}",2021,4,1492
Lucky Girl,movie,{Comedy},2022,5.3,4296
Daughter of Rage,movie,"{Documentary, Music}",2021,7.1,8310
A Male,movie,"{Drama, Thriller}",2022,7.5,21180
Katrina Babies,movie,"{Drama, Thriller}",2022,5.8,530
The Hanging Sun,movie,"{Comedy, Drama}",2021,6.5,669
Cinema Sabaya,movie,{},2021,,
Where Life Begins,movie,{Drama},2022,6.7,214
Marcel the Shell with Shoes On,movie,"{Animation, Short}",2021,7,24
A Man,movie,"{Comedy, Drama, Musical}",2021,5.7,46
Tre di troppo,movie,{Documentary},2021,5.9,99
"Its Just a Phase, Honeybunny",movie,"{Adventure, Drama, Thriller}",2021,6.9,385
Charcoal,movie,{Drama},2021,7.3,1603
The Curse of Lizzie Borden,movie,{Drama},2021,7,64
Gingerbread Miracle,movie,"{Drama, Short}",2020,7.5,915
First Swim,movie,{},2021,,
Thomas & Friends: All Engines Go - Race for the Sodor Cup,movie,{Thriller},2022,4.9,853
The Last 10 Years,movie,"{Horror, Mystery}",2022,4.9,501
Inspection,movie,"{Crime, Drama, Thriller}",2021,6.7,1141
A Dickens of a Holiday!,movie,"{Biography, Crime, Documentary}",2021,8.4,2837
Big George Foreman,movie,{Drama},2021,6.9,396
Fear,movie,"{Crime, Drama}",2023,7,7554
Seneca,movie,{Comedy},2023,5.6,6453
The Good Father: The Martin MacNeill Story,movie,{Drama},2021,7,1941
Boston Strangler,movie,{Drama},2021,6,489
Tony Hawk: Until the Wheels Fall Off,movie,"{Comedy, Drama}",2022,6,417
The Astronaut,movie,"{Comedy, Drama}",2021,5,120
The Girl from Tomorrow,movie,"{Animation, Fantasy, Sci-Fi}",2022,4.9,102
30 Nights with My Ex,movie,"{Documentary, Music}",2021,7.5,1259
Alien X-tinction,movie,{Documentary},2022,5.9,224
The Castle,movie,"{Action, Horror, Thriller}",2021,6.2,3010
Mon héroïne,movie,"{Biography, Drama, Mystery}",2022,5.6,196
Erratum,movie,"{Drama, Mystery, Thriller}",2022,7.2,833
Motherhood,movie,"{Biography, Drama, Sport}",2021,6.4,368
Oh My Goodness!,movie,{Documentary},2021,,
The Voyagers,movie,"{Action, Animation, Crime}",2022,5.6,3674
"Prasica, slabsalni izraz za zensko",movie,{Comedy},2022,4.8,640
Adrienne,movie,"{Biography, Drama, Sport}",2023,6.7,7148
Apenas Meninas,movie,"{Crime, Drama, Mystery}",2022,6.7,60996
Green Lantern: Beware My Power,movie,"{Documentary, Crime}",1992,,
Ghost Adventures: Goldfield Hotel,movie,{Drama},2022,6.7,1666
Juice WRLD: Into the Abyss,movie,{Drama},2021,6.5,338
A Forbidden Orange,movie,{Drama},2022,5.8,149
An Irish Goodbye,movie,{Drama},2022,6.3,209
You Hurt My Feelings,movie,{Drama},2022,5.7,316
Mr. Saturday Night,movie,{Documentary},2022,7.4,405
Magnetic Fields,movie,"{Crime, Drama, Mystery}",2022,5.2,1082
Tom and Jerry: Cowboy Up!,movie,{Drama},2021,7.1,413
Beating Sun,movie,{Drama},2022,6.2,243
Mascarade,movie,"{Animation, Comedy, Drama}",2021,7.6,29451
Júpiter,movie,"{Drama, Mystery, Romance}",2022,6.9,1672
El Carrito,movie,"{Comedy, Romance}",2023,6.1,649
Little Nicholas - Happy as Can Be,movie,"{Comedy, Drama, Romance}",2021,5.7,897
South Sentinel,movie,{Drama},2022,7.1,998
Misfit,movie,"{Documentary, Drama, Fantasy}",2021,4.7,95
Allelujah,movie,"{Drama, Romance}",2021,6.6,1331
The 90 Day Plan,movie,"{Drama, Short}",2021,6.7,78
The House Among the Cactuses,movie,"{Animation, Family, Musical}",2021,2.9,138
Confisco,movie,"{Drama, Romance}",2022,6.9,1686
Trolls Holiday in Harmony,movie,"{Drama, Short}",2021,6.2,24
The Bad Seed Returns,movie,{Romance},2021,7.2,1613
Endangered,movie,"{Biography, Drama, Sport}",2023,6.6,10045
Christmas on the Farm,movie,{Horror},2023,3.7,2253
Christmas Is Canceled,movie,"{Biography, Drama}",2023,5,737
#FameTime,movie,{Crime},2021,5.5,555
A Higher Law,movie,"{Crime, Drama, History}",2023,6.5,35770
Afire,movie,"{Biography, Documentary, Sport}",2022,8,4883
Trolls Band Together,movie,"{Comedy, Drama}",2022,6.7,652
The Key Game,movie,{Drama},2022,7,449
El Test,movie,"{Comedy, Romance}",2022,5.1,600
The Forever Prisoner,movie,"{Action, Adventure, Animation}",2021,7.7,307
Keep Sweet,movie,"{Documentary, Drama}",2023,6.1,162
Magic Mikes Last Dance,movie,"{Biography, Comedy}",2022,5.8,210
Frontiers,movie,"{Comedy, Short}",2021,6.6,121
Chiara,movie,{Drama},2022,6.8,642
Harry & Meghan: The Revelations,movie,{Comedy},2022,4.9,332
Who Killed Jessica Carpenter?,movie,{Fantasy},2022,4.3,214
Reopening Night,movie,"{Comedy, Drama}",2021,6.9,255
It Came from the Water,movie,"{Biography, Documentary}",2021,7.4,929
Lie with Me,movie,{Documentary},2021,,
The Commandants Shadow,movie,"{Action, Adventure, Animation}",2022,6.2,5344
Demon in the White House,movie,"{Documentary, TV Movie, Science Fiction}",2023,,
Paula,movie,"{Documentary, Music}",2021,,
Nobody Belongs to Anyone,movie,{Documentary},2021,6.3,557
Strays,movie,"{Comedy, Drama, Short}",2022,7.2,3601
Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,movie,"{Comedy, Drama}",2023,6.6,14008
Sisi & I,movie,"{Documentary, Music}",2021,6.6,356
Leonor Will Never Die,movie,"{Comedy, Drama}",2021,6.7,1923
Gentle,movie,"{Adventure, Animation, Comedy}",2021,5.2,651
The Janes,movie,{Drama},2022,5.7,110
All That Breathes,movie,"{Crime, Drama}",2022,6.4,3668
We Met in Virtual Reality,movie,{Drama},2022,6.2,62
Prison 77,movie,"{Drama, Short}",2021,7.3,36
The Lost King,movie,"{Animation, Comedy, Family}",2022,7.1,1022
Operación Feliz Navidad,movie,{Drama},2021,6.1,296
Goodbye Jerome!,movie,"{Comedy, Family, Musical}",2021,6.3,130
The Headhunters Daughter,movie,{Drama},2022,6,1838
Wolke unterm Dach,movie,"{Comedy, Short}",2021,8.3,47
January,movie,"{Drama, Thriller}",2022,5.6,330
The Quiet Girl,movie,{Documentary},2021,6.8,109
The Rise and Fall of LuLaRoe,movie,"{Adventure, Animation, Comedy}",2021,6.1,792
Locked-in Society,movie,"{Drama, Horror, Thriller}",2022,5.4,1423
Oskars Kleid,movie,{Documentary},2022,6.6,419
En la mira,movie,"{Comedy, Drama, Romance}",2021,5.2,1054
Camp Hideout,movie,"{Comedy, Romance}",2021,4.8,1820
The Super Bob Einstein Movie,movie,"{Comedy, Romance}",2022,5.6,21
Eraser: Reborn,movie,{Thriller},2021,6.8,1143
A Shared Path,movie,"{Comedy, Drama, Romance}",2023,7.1,9061
Ordinary Failures,movie,"{Adventure, Animation, Comedy}",2023,6,16872
Everybody Loves Jeanne,movie,{Comedy},2022,4.9,1126
The Night of the 12th,movie,{Comedy},2022,5.9,1129
Róise & Frank,movie,"{Crime, Documentary}",2021,7.4,902
The Equalizer 3,movie,{Documentary},2021,6.3,220
Suzie in the Garden,movie,"{Comedy, Drama}",2023,5.2,18052
Scream: The True Story,movie,"{Drama, Thriller}",2023,5.5,231
The Movie Teller,movie,"{Biography, History}",2022,5.7,262
Sons of Ramses,movie,"{Documentary, Drama}",2021,1.5,512
Concerned Citizen,movie,{Documentary},2018,,
Working Class Heroes,movie,{Documentary},2021,6.1,72
Return to Dust,movie,"{Comedy, Horror, Sci-Fi}",2022,5.2,917
"Small, Slow But Steady",movie,"{Drama, Romance}",2022,7.5,2607
Proof of Love,movie,"{Documentary, History}",2024,7.4,761
Craig Before the Creek,movie,"{Documentary, Drama, Fantasy}",2021,5.2,78
A Christmas Story Christmas,movie,{Drama},2022,5.1,254
What Lucia Saw,movie,{Drama},2023,4.9,169
"Sex, Shame and Tears 2",movie,"{Adventure, Comedy}",2023,6.3,33495
The Extortion,movie,"{Action, Adventure, Animation}",2022,5.3,770
Venus,movie,"{Biography, Drama, History}",2023,6.5,879
Horizon: An American Saga - Chapter 1,movie,"{Action, Comedy, Drama}",2022,6.6,807
Without Her,movie,{Drama},2022,6.3,590
Icahn: The Restless Billionaire,movie,{Documentary},2022,7.6,1531
And Just Like That... The Documentary,movie,{Documentary},2022,7,5041
Wanderlust: The Bizarro Cut,movie,{Documentary},2022,6,615
Frederick Douglass: In Five Speeches,movie,"{Drama, Thriller}",2022,6.9,4378
Looking For Santa,movie,{Drama},2022,6.7,8936
Schächten: A Retribution,movie,"{Comedy, Crime}",2021,4.3,66
The Last Client,movie,"{Animation, Comedy, Drama}",2022,7.3,254
Jethica,movie,"{Drama, Short}",2022,5.9,61
Master of Light,movie,"{Comedy, Drama}",2022,5.8,203
Cesária Évora,movie,{Drama},2022,6.5,470
Tank Fairy,movie,{Drama},2022,7.7,24133
"Odilon, O Réu de Si Mesmo",movie,{Documentary},2021,6.5,153
Anti-Squat,movie,{Comedy},2022,6.1,1624
Eismayer,movie,"{Comedy, Drama}",2022,5.8,723
Opponent,movie,{Thriller},2022,5.5,385
Princess,movie,"{Comedy, Family}",2023,4.3,1090
You Will Not Have My Hate,movie,"{Biography, Comedy, Documentary}",2021,7.3,1039
Always Amore,movie,"{Action, Crime, Thriller}",2022,4.6,2658
Bank of Dave,movie,"{Drama, Short}",2022,5.8,22
Sparta,movie,"{Drama, Sci-Fi}",2022,5.8,194
Animalia,movie,"{Comedy, Drama, Romance}",2022,6.4,2182
Nezouh,movie,"{Crime, Drama, Mystery}",2022,7,10695
Club Zero,movie,{Drama},2022,6.6,456
In the Heart of the Machine,movie,"{Action, Crime, Thriller}",2023,6.8,133554
Four Little Adults,movie,"{Animation, Family, Short}",2022,6.2,15
Khun Pan 3,movie,"{Documentary, Drama, Fantasy}",2022,3.5,147
Staring at Strangers,movie,{Drama},2023,6.5,607
April Jones: The Interrogation Tapes,movie,{Drama},2022,5.8,368
All Souls,movie,"{Comedy, Drama}",2022,6,473
The Silent Echo,movie,{Drama},2022,6.1,279
Lola,movie,{Drama},2022,7.6,2634
Alien Abduction: Travis Walton,movie,"{Drama, Sport}",2022,6.9,1235
The Ladder,movie,"{Comedy, Romance}",2022,5.9,131
A Singular Crime,movie,"{Adventure, Animation, Comedy}",2023,7.1,315
Irmão do Jorel - Especial Carnaval Bruttal,movie,"{Comedy, Family}",2022,6.7,18938
Simulant,movie,{Drama},2022,5.7,155
Punch,movie,{Comedy},2022,4.4,392
Sucking Diesel,movie,"{Crime, Thriller}",2023,6.6,2840
Last Dance,movie,{Horror},2022,5.5,4481
Superpower,movie,"{Drama, Western}",2024,6.7,29231
How to Survive a Pandemic,movie,"{Drama, Mystery, Thriller}",2022,5.7,688
Back on the Strip,movie,"{Biography, Documentary}",2022,7,1005
Soul Park,movie,{Documentary},2022,6.5,797
Fishbone,movie,"{Comedy, Drama, Sport}",2023,6.8,28424
School Society,movie,{},2012,,
Falcon Lake,movie,{Documentary},2022,7.7,334
Alien Abduction: Betty and Barney Hill,movie,"{Animation, Family, Adventure}",2022,,
Zhalt oleandar,movie,{Drama},2022,5.7,212
Reunion 2,movie,"{Crime, Drama, Mystery}",2022,6.4,2393
Trust Game,movie,"{Comedy, Drama, Thriller}",2022,5.3,569
Orca,movie,"{Documentary, Family}",2022,6.7,245
Pearl,movie,"{Biography, Documentary, Music}",2022,7.4,239
The Integrity of Joseph Chambers,movie,"{Comedy, Family, Fantasy}",2021,7,82
Polkupyörävaras,movie,{Documentary},2022,,
Amok,movie,{Drama},2023,5.6,234
Letter to a Pig,movie,"{Biography, Drama, History}",2022,7,2224
Scale,movie,{Drama},2023,6.4,1067
King Tweety,movie,{Drama},2022,6.5,174
Return to Seoul,movie,{Drama},2022,6.2,376
Salgueiro Maia: The Implicated,movie,"{Drama, Romance}",2022,6.8,1442
Moving On,movie,"{Biography, Comedy, Drama}",2023,7.1,13686
Ramona,movie,{Drama},2022,6.7,905
Marinette,movie,"{Drama, Sci-Fi, Thriller}",2023,5.9,864
Midnight at the Paradise,movie,"{Drama, War}",2022,6.5,260
Sausra,movie,"{Comedy, Drama, Thriller}",2023,5.9,2731
"Servant of the people, Zelensky",movie,"{Drama, Thriller}",2022,7.3,2739
Me contro Te - il Film: Missione Giungla,movie,{Drama},2023,6.8,533
Dakota,movie,"{Action, Fantasy}",2023,5.8,256
Hayalperest,movie,{Drama},2022,6.1,727
Boylesque,movie,{Documentary},2020,,
Theres Something in the Barn,movie,"{Action, Crime, Drama}",2023,4.8,593
The Sixth Child,movie,{Drama},2021,,
Drive-Away Dolls,movie,"{Sci-Fi, War}",2022,6.4,3066
Moonage Daydream,movie,"{Documentary, Drama, Fantasy}",2022,6.5,115
Zanox,movie,"{Drama, History}",2021,6.7,254
Junkyard Dog,movie,"{Crime, Thriller}",2022,6.4,656
Summer to Come,movie,"{Animation, Comedy, Musical}",2022,8.1,28
The Kill Room,movie,"{Crime, Drama, Sci-Fi}",2023,5.2,5957
A Tale of Shemroon,movie,"{Drama, Romance, Sport}",2022,6.3,1599
The Last Queen,movie,"{Comedy, Short}",2022,7.2,24
Love According to Dalva,movie,{Comedy},2022,6.4,321
Three Thousand Numbered Pieces,movie,{Documentary},2023,5.9,1739
The Blue Caftan,movie,{Documentary},2022,5.9,207
Karaoke,movie,{Comedy},2023,4.2,729
Two Tickets to Greece,movie,"{Crime, Mystery, Thriller}",2022,5.6,91
Plan 75,movie,"{Drama, Fantasy}",2021,5.9,150
Spring Awakening: Those Youve Known,movie,{Comedy},2022,6.3,198
Downtown Owl,movie,"{Drama, Fantasy, Romance}",2022,7.1,3126
My Sole Desire,movie,"{Documentary, Drama, Fantasy}",2022,6.2,86
Spirit Halloween,movie,"{Comedy, Drama}",2022,6.3,635
Not a Thing,movie,"{Comedy, Drama}",2022,5.8,486
The Taste of Apples Is Red,movie,{Drama},2023,6.2,355
Skinned,movie,{Drama},2021,6.4,654
Dont Blow It Up,movie,"{Drama, Horror, Thriller}",2022,7,125213
The Worst Ones,movie,{Drama},2022,5.6,1032
Leilas Brothers,movie,"{Comedy, Short}",2022,,
Metronom,movie,"{Animation, Short}",2022,7.1,134
Strange Way of Life,movie,"{Animation, Short}",2022,6.5,1559
Ashkal: The Tunisian Investigation,movie,"{Animation, Short}",2022,6.6,183
The Drop,movie,"{Adventure, Animation, Comedy}",2022,5.1,390
Normale,movie,{Drama},2022,7,9238
Pink Moon,movie,"{Biography, Drama}",2022,6.8,353
Ice Merchants,movie,{Comedy},2022,6,3476
American Pain,movie,"{Comedy, Drama, Romance}",2022,6.2,462
Land of Gold,movie,"{Biography, Drama, Sport}",2023,6.3,508
McEnroe,movie,{Drama},2022,6.1,142
Same Old,movie,"{Drama, Short}",2022,,
38 at the Garden,movie,{Documentary},2020,,
The Nun II,movie,"{Family, Fantasy}",2023,2,115
Foodies,movie,{Family},2022,5.3,3044
The Cake Dynasty,movie,{},2022,,
Blue Jean,movie,"{Biography, Documentary}",2022,6.9,116
Lost Generation,movie,"{Comedy, Fantasy, Horror}",2023,5.5,5086
Max Steel: Team Turbo,movie,{Drama},2022,6.7,444
Bright Women,movie,"{Action, Comedy, Thriller}",2024,5.4,19698
The Harbinger,movie,"{Biography, Documentary, History}",2022,7.6,15190
We Are Still Here,movie,"{Comedy, Crime, Romance}",2022,7.2,1664
The Dinner Guest,movie,"{Comedy, Drama}",2023,7.1,2650
No Bears,movie,{Drama},2022,5.1,162
Wicked Little Letters,movie,"{Comedy, Thriller}",2023,5.5,7693
The Book of Clarence,movie,{Drama},2022,5.7,169
A Cats Life,movie,"{Adventure, Drama, History}",2022,6.4,1287
You Dont Know Jack: The Jack Soo Story,movie,{Drama},2022,7.3,1914
Rock Paper Grenade,movie,{Drama},2022,6.3,352
Little Ones,movie,"{Drama, Romance}",2022,7.5,5945
Alien Endgame,movie,"{Comedy, Drama}",2022,7.4,1048
Bristol Fashion,movie,{Comedy},2022,6.1,1209
Paint It Gold,movie,"{Drama, Sci-Fi}",2022,6.6,2434
Gran Turismo,movie,"{Documentary, Musical}",2022,7.9,751
I Like Movies,movie,{Drama},2023,5,3092
Someone Had to Be Benny,movie,"{Drama, Romance}",2022,6.1,912
Beginning,movie,"{Adventure, Family, Fantasy}",2022,4.6,2182
June Zero,movie,"{Drama, Romance}",2022,6.5,506
Book Club: The Next Chapter,movie,"{Drama, War}",2022,6,113
American Carnage,movie,"{Animation, Horror, Short}",2022,6.9,102
Einfach mal was Schönes,movie,{Animation},2024,,
The Enchanted Cave,movie,"{Comedy, Drama}",2022,6.8,1295
The Raft,movie,{Drama},2022,7.9,15344
Fitting In,movie,{Drama},2022,6.6,1696
Índia,movie,"{Drama, Short, Western}",2023,6.2,11317
Fathers and Mothers,movie,"{Crime, Drama, Thriller}",2022,6,461
Northern Comfort,movie,{Comedy},2022,4.3,981
Inspector Sun,movie,"{Comedy, Drama}",2023,5.9,223
A Christmas Mystery,movie,{Drama},2022,6.9,599
O Pai Tirano,movie,"{Animation, Drama, Fantasy}",2022,7.6,3027
Before Lunch,movie,"{Documentary, History, Sport}",2022,7.2,540
Early Wedding,movie,{Drama},2022,5.8,272
Mazel Brouk,movie,"{Biography, Documentary, Sport}",2022,6.9,1225
